Division Name,School Name,percentage_disadvantaged
Surry County,Surry Elementary,0.6541666666666667
Sussex County,Sussex Central Elementary,0.44419134396355353
Sussex County,Sussex Central High,0.5416666666666666
Sussex County,Sussex Central Middle,0.625
Tazewell County,Abb's Valley-Boissevain Elementary,0.5897435897435898
Tazewell County,Cedar Bluff Elementary,0.569620253164557
Tazewell County,Dudley Primary,0.6088235294117647
Tazewell County,Graham High,0.46588693957115007
Tazewell County,Graham Intermediate,0.57421875
Tazewell County,Graham Middle,0.5526992287917738
Tazewell County,Richlands Elementary,0.7086206896551724
Tazewell County,Richlands High,0.5926470588235294
Tazewell County,Richlands Middle,0.6301075268817204
Tazewell County,Tazewell High,0.5953307392996109
Tazewell County,Tazewell Intermediate,0.6591549295774648
Tazewell County,Tazewell Middle,0.6475409836065574
Tazewell County,Tazewell Primary,0.6423357664233577
Virginia Beach City,Alanton Elementary,0.49
Virginia Beach City,Arrowhead Elementary,0.5183044315992292
Virginia Beach City,Bayside 6th Grade Campus,0.764367816091954
Virginia Beach City,Bayside Elementary,0.6155419222903885
Virginia Beach City,Bayside High,0.0
Virginia Beach City,Bayside Middle,0.7238219895287958
Virginia Beach City,Birdneck Elementary,0.6366559485530546
Virginia Beach City,Brandon Middle,0.5317972350230414
Virginia Beach City,Brookwood Elementary,0.602112676056338
Virginia Beach City,Centerville Elementary,0.3086816720257235
Virginia Beach City,Christopher Farms Elementary,0.3439878234398782
Virginia Beach City,College Park Elementary,0.7028688524590164
Virginia Beach City,Corporate Landing Elementary,0.5696517412935324
Virginia Beach City,Corporate Landing Middle,0.5383895131086143
Virginia Beach City,Creeds Elementary,0.23127035830618892
Virginia Beach City,Diamond Springs Elementary,0.7115749525616698
Virginia Beach City,Fairfield Elementary,0.384765625
Virginia Beach City,First Colonial High,1.0
Virginia Beach City,Floyd Kellam High,1.0
Virginia Beach City,Frank W. Cox High,1.0
Virginia Beach City,Glenwood Elementary,0.42518059855521156
Virginia Beach City,Great Neck Middle,0.2847866419294991
Virginia Beach City,Green Run Collegiate,0.5275
Virginia Beach City,Green Run Elementary,0.6329113924050633
Virginia Beach City,Green Run High,0.6573759347382733
Virginia Beach City,Hermitage Elementary,0.3702213279678068
Virginia Beach City,Holland Elementary,0.6492374727668845
Virginia Beach City,Independence Middle,0.52
Virginia Beach City,Indian Lakes Elementary,0.4362657091561939
Virginia Beach City,John B. Dey Elementary,0.17066666666666666
Virginia Beach City,Kempsville Elementary,0.4
Virginia Beach City,Kempsville High,1.0
Virginia Beach City,Kempsville Meadows Elementary,0.47974413646055436
Virginia Beach City,Kempsville Middle,0.39898348157560354
Virginia Beach City,King's Grant Elementary,0.5270541082164328
Virginia Beach City,Kingston Elementary,0.16056910569105692
Virginia Beach City,Landstown Elementary,0.42097902097902096
Virginia Beach City,Landstown High,1.0
Virginia Beach City,Landstown Middle,0.4336545589325426
Virginia Beach City,Larkspur Middle,0.0
Virginia Beach City,Linkhorn Park Elementary,0.45703125
Virginia Beach City,Luxford Elementary,0.5827956989247312
Virginia Beach City,Lynnhaven Elementary,0.6246575342465753
Virginia Beach City,Lynnhaven Middle,0.5708245243128964
Virginia Beach City,Malibu Elementary,0.510752688172043
Virginia Beach City,New Castle Elementary,0.27
Virginia Beach City,Newtown Elementary,0.7564402810304449
Virginia Beach City,North Landing Elementary,0.15894039735099338
Virginia Beach City,Ocean Lakes Elementary,0.342512908777969
Virginia Beach City,Ocean Lakes High,1.0
Virginia Beach City,Old Donation School,1.0
Virginia Beach City,Parkway Elementary,0.7161290322580646
Virginia Beach City,Pembroke Elementary,0.5860655737704918
Virginia Beach City,Pembroke Meadows Elementary,0.4865979381443299
Virginia Beach City,Plaza Middle,0.5597667638483965
Virginia Beach City,Point O' View Elementary,0.6198125836680054
Virginia Beach City,Princess Anne Elementary,0.12324492979719189
Virginia Beach City,Princess Anne High,1.0
Virginia Beach City,Princess Anne Middle,1.0
Virginia Beach City,Providence Elementary,0.3838951310861423
Virginia Beach City,Red Mill Elementary,0.15959252971137522
Virginia Beach City,Rosemont Elementary,0.6186046511627907
Virginia Beach City,Rosemont Forest Elementary,0.30401529636711283
Virginia Beach City,Salem Elementary,0.35514018691588783
Virginia Beach City,Salem High,1.0
Virginia Beach City,Salem Middle,0.3739910313901345
Virginia Beach City,Seatack Elementary an Achievable Dream Academy,0.7533875338753387
Virginia Beach City,Shelton Park Elementary,0.43705463182897863
Virginia Beach City,Strawbridge Elementary,0.21283783783783783
Virginia Beach City,Tallwood Elementary,0.4769503546099291
Virginia Beach City,Tallwood High,0.46296296296296297
Virginia Beach City,Thalia Elementary,0.5404411764705882
Virginia Beach City,Thoroughgood Elementary,0.19119669876203577
Virginia Beach City,Three Oaks Elementary,0.1875
Virginia Beach City,Trantwood Elementary,0.2602739726027397
Virginia Beach City,Virginia Beach Middle,0.4781906300484653
Virginia Beach City,W.T. Cooke Elementary,0.5047438330170778
Virginia Beach City,White Oaks Elementary,0.5134706814580031
Virginia Beach City,Williams Elementary,0.7672811059907834
Virginia Beach City,Windsor Oaks Elementary,0.6135458167330677
Virginia Beach City,Windsor Woods Elementary,0.441527446300716
Virginia Beach City,Woodstock Elementary,0.4954128440366973
Warren County,A.S. Rhodes Elementary,0.3582089552238806
Warren County,E. Wilson Morrison Elementary,0.6234309623430963
Warren County,Hilda J. Barbour Elementary,0.391304347826087
Warren County,Leslie Fox Keyser Elementary,0.4340344168260038
Warren County,Ressie Jeffries Elementary,0.5219594594594594
Warren County,Skyline High,0.44721906923950056
Warren County,Skyline Middle,0.5342465753424658
Warren County,Warren County High,0.3607520564042303
Warren County,Warren County Middle,0.3870967741935484
Washington County,Abingdon Elementary,0.3287981859410431
Washington County,Abingdon High,0.3797909407665505
Washington County,Damascus Middle,0.5272727272727272
Washington County,E.B. Stanley Middle,0.4253048780487805
Washington County,Glade Spring Middle,0.532608695652174
Washington County,Greendale Elementary,0.36363636363636365
Washington County,High Point Elementary,0.3775322283609576
Washington County,Holston High,0.47794117647058826
Washington County,John S. Battle High,0.348159509202454
Washington County,Meadowview Elementary,0.5197628458498024
Washington County,Patrick Henry High,0.48120300751879697
Washington County,Rhea Valley Elementary,0.5743073047858942
Washington County,Valley Institute Elementary,0.5781818181818181
Washington County,Wallace Middle,0.4
Washington County,Watauga Elementary,0.3594306049822064
Waynesboro City,Berkeley Glenn Elementary,0.5286885245901639
Waynesboro City,Kate Collins Middle,0.5489913544668588
Waynesboro City,Wayne Hills Center,0.6137931034482759
Waynesboro City,Waynesboro High,0.47150837988826816
Waynesboro City,Wenonah Elementary,0.7136752136752137
Waynesboro City,Westwood Hills Elementary,0.45931758530183725
Waynesboro City,William Perry Elementary,0.668997668997669
West Point,West Point Elementary,0.40166204986149584
West Point,West Point Middle/High,0.3672566371681416
Westmoreland County,Cople Elementary,0.5857988165680473
Westmoreland County,Montross Middle,0.5165165165165165
Westmoreland County,Washington & Lee High,0.49072164948453606
Westmoreland County,Washington District Elementary,0.49066666666666664
Williamsburg-James City County,Berkeley Middle,0.38193343898573695
Williamsburg-James City County,Clara Byrd Baker Elementary,0.3950850661625709
Williamsburg-James City County,D.J. Montague Elementary,0.36278195488721804
Williamsburg-James City County,J. Blaine Blayton Elementary,0.36007462686567165
Williamsburg-James City County,James Blair Middle,0.4036697247706422
Williamsburg-James City County,James River Elementary,0.7119047619047619
Williamsburg-James City County,Jamestown High,0.23767178658043653
Williamsburg-James City County,Lafayette High,0.37467018469656993
Williamsburg-James City County,Laurel Lane Elementary,0.41350210970464135
Williamsburg-James City County,Lois Hornsby Middle,0.3291298865069357
Williamsburg-James City County,Matoaka Elementary,0.21925925925925926
Williamsburg-James City County,Matthew Whaley Elementary,0.4118942731277533
Williamsburg-James City County,Norge Elementary,0.45622119815668205
Williamsburg-James City County,Stonehouse Elementary,0.25065963060686014
Williamsburg-James City County,Toano Middle,0.3457792207792208
Williamsburg-James City County,Warhill High,0.32458770614692656
Winchester City,Daniel Morgan Intermediate,0.6468590831918506
Winchester City,Daniel Morgan Middle,0.651685393258427
Winchester City,Frederick Douglass Elementary,0.4720496894409938
Winchester City,Garland R. Quarles Elementary,0.5792349726775956
Winchester City,John Handley High,0.5852568875651526
Winchester City,John Kerr Elementary,0.6163021868787276
Winchester City,Virginia Avenue Charlotte Dehart Elementary,0.6876574307304786
Wise County,Central High,0.4661764705882353
Wise County,Coeburn Middle,0.6205787781350482
Wise County,Coeburn Primary,0.40589569160997735
Wise County,Eastside High,0.6015625
Wise County,J.W. Adams Combined,0.39271255060728744
Wise County,L.F. Addington Middle,0.4878048780487805
Wise County,St. Paul Elementary,0.3543123543123543
Wise County,Union High,0.5416666666666666
Wise County,Union Middle,0.5460750853242321
Wise County,Union Primary,0.3635280095351609
Wise County,Wise Primary,0.2700348432055749
Wythe County,Fort Chiswell High,0.39737991266375544
Wythe County,Fort Chiswell Middle,0.4778481012658228
Wythe County,George Wythe High,0.48997772828507796
Wythe County,Jackson Memorial Elementary,0.5188679245283019
Wythe County,Max Meadows Elementary,0.5336538461538461
Wythe County,Rural Retreat Elementary,0.5132743362831859
Wythe County,Rural Retreat High,0.411214953271028
Wythe County,Rural Retreat Middle,0.45374449339207046
Wythe County,Scott Memorial Middle,0.503125
Wythe County,Sheffey Elementary,0.47410358565737054
Wythe County,Speedwell Elementary,0.5902777777777778
Wythe County,Spiller Elementary,0.5425170068027211
York County,Bethel Manor Elementary,0.31402439024390244
York County,Bruton High,0.26403641881638845
York County,Coventry Elementary,0.19
York County,Dare Elementary,0.17
York County,Grafton Bethel Elementary,0.19175911251980982
York County,Grafton High,0.15508474576271186
York County,Grafton Middle,0.1952326901248581
York County,Magruder Elementary,0.2722772277227723
York County,Mount Vernon Elementary,0.11375212224108659
York County,Queens Lake Middle,0.25555555555555554
York County,Seaford Elementary,0.16606498194945848
York County,Tabb Elementary,0.1340057636887608
York County,Tabb High,0.18559556786703602
York County,Tabb Middle,0.23258426966292134
York County,Waller Mill Elementary,0.14356435643564355
York County,York High,0.21906507791017416
York County,York River Academy,0.2459016393442623
York County,Yorktown Elementary,0.2996742671009772
York County,Yorktown Middle,0.26053042121684866
