School Name,Division Name,Bachelors_Percent,Masters_Percent,Doctoral_Percent
Lynnhaven Elementary,Virginia Beach City,39.0,61.0,0.0
Lynnhaven Middle,Virginia Beach City,45.0,53.0,2.0
Mack Benn Jr. Elementary,Suffolk City,48.0,48.0,0.0
Macy Mcclaugherty Elementary/Middle,Giles County,57.0,42.0,1.0
Madison County High,Madison County,50.0,39.0,4.0
Madison Elementary,Caroline County,55.0,39.0,0.0
Madison Heights Elementary,Amherst County,51.0,49.0,0.0
Madison High,Fairfax County,22.0,75.0,2.0
Madison's Trust Elementary,Loudoun County,19.0,80.0,1.0
Magna Vista High,Henry County,48.0,46.0,0.0
Magruder Elementary,York County,32.0,66.0,0.0
Malibu Elementary,Virginia Beach City,45.0,55.0,0.0
Manassas Park Elementary,Manassas Park City,51.0,48.0,0.0
Manassas Park High,Manassas Park City,38.0,59.0,0.0
Manassas Park Middle,Manassas Park City,49.0,46.0,3.0
Manchester High,Chesterfield County,39.0,59.0,0.0
Manchester Middle,Chesterfield County,48.0,47.0,1.0
Manor High,Portsmouth City,47.0,46.0,3.0
Mantua Elementary,Fairfax County,20.0,79.0,0.0
Margaret Beeks Elementary,Montgomery County,45.0,50.0,3.0
Margaret M. Pierce Elementary,Fauquier County,47.0,53.0,0.0
Marguerite F. Christian Elementary,Chesterfield County,45.0,55.0,0.0
Marion Elementary,Smyth County,36.0,56.0,3.0
Marion Middle,Smyth County,68.0,32.0,0.0
Marion Senior High,Smyth County,52.0,47.0,0.0
Marshall High,Fairfax County,25.0,70.0,4.0
Marshall Middle,Fauquier County,39.0,57.0,4.0
Marshall Road Elementary,Fairfax County,33.0,64.0,0.0
Martin Luther King Jr. Elementary,Prince William County,29.0,66.0,0.0
Martinsville High,Martinsville City,52.0,42.0,2.0
Martinsville Middle,Martinsville City,55.0,43.0,0.0
Marumsco Hills Elementary,Prince William County,37.0,61.0,0.0
Mary Calcott Elementary,Norfolk City,45.0,48.0,0.0
Mary Carr Greer Elementary,Albemarle County,30.0,67.0,0.0
Mary Ellen Henderson Middle,Falls Church City,19.0,77.0,2.0
Mary G. Porter Traditional,Prince William County,29.0,67.0,4.0
Mary Munford Elementary,Richmond City,12.0,88.0,0.0
Mary Passage Middle,Newport News City,32.0,52.0,1.0
Mary S. Peake Elementary,Hampton City,47.0,47.0,0.0
Mary T. Christian Elementary,Hampton City,57.0,43.0,0.0
Mary W. Jackson Elementary,Hampton City,38.0,57.0,5.0
Mary Walter Elementary,Fauquier County,56.0,33.0,0.0
Mason Crest Elementary,Fairfax County,26.0,72.0,2.0
Mason's Cove Elementary,Roanoke County,40.0,56.0,0.0
Massaponax High,Spotsylvania County,46.0,50.0,1.0
Mathews Elementary,Mathews County,47.0,50.0,0.0
Mathews High,Mathews County,45.0,50.0,0.0
Matoaca Elementary,Chesterfield County,45.0,49.0,0.0
Matoaca High,Chesterfield County,43.0,51.0,3.0
Matoaca Middle,Chesterfield County,47.0,49.0,1.0
Matoaka Elementary,Williamsburg-James City County,33.0,60.0,0.0
Matthew Whaley Elementary,Williamsburg-James City County,28.0,65.0,0.0
Maude Trevvett Elementary,Henrico County,39.0,61.0,0.0
Maury River Middle,Rockbridge County,40.0,54.0,3.0
Max Meadows Elementary,Wythe County,48.0,48.0,0.0
Maybeury Elementary,Henrico County,40.0,54.0,3.0
Mayfield Intermediate,Manassas City,32.0,65.0,2.0
McCleary Elementary,Craig County,73.0,27.0,0.0
McGaheysville Elementary,Rockingham County,48.0,52.0,0.0
McLean High,Fairfax County,20.0,78.0,2.0
McNair Upper Elementary,Fairfax County,31.0,67.0,2.0
Meadow View Elementary,Henry County,60.0,40.0,0.0
Meadowbrook High,Chesterfield County,42.0,49.0,2.0
Meadowland Elementary,Loudoun County,27.0,71.0,0.0
Meadowview Elementary,Washington County,50.0,47.0,0.0
Meadville Elementary,Halifax County,50.0,46.0,4.0
Mechanicsville Elementary,Hanover County,29.0,67.0,0.0
Mechanicsville High,Hanover County,27.0,71.0,1.0
Meherrin Elementary,Southampton County,54.0,46.0,0.0
Meherrin Powellton Elementary,Brunswick County,63.0,38.0,0.0
Menchville High,Newport News City,32.0,50.0,0.0
Meridian High,Falls Church City,19.0,76.0,3.0
Meriwether Lewis Elementary,Albemarle County,28.0,66.0,0.0
Metompkin Elementary,Accomack County,59.0,36.0,0.0
Middlesex Elementary,Middlesex County,52.0,39.0,0.0
Middlesex High,Middlesex County,46.0,46.0,0.0
Middletown Elementary,Frederick County,53.0,45.0,0.0
Midlothian High,Chesterfield County,45.0,50.0,3.0
Midlothian Middle,Chesterfield County,48.0,51.0,1.0
Midway Elementary,Dinwiddie County,53.0,44.0,0.0
Miles Jones Elementary,Richmond City,32.0,68.0,0.0
Mill Run Elementary,Loudoun County,32.0,67.0,1.0
Millboro Elementary,Bath County,63.0,37.0,0.0
Millbrook High,Frederick County,39.0,55.0,3.0
Mills E. Godwin High,Henrico County,36.0,62.0,2.0
Minnieville Elementary,Prince William County,33.0,67.0,0.0
Monacan High,Chesterfield County,40.0,57.0,2.0
Monelison Middle,Amherst County,50.0,50.0,0.0
Moneta Elementary,Bedford County,55.0,45.0,0.0
Montclair Elementary,Prince William County,39.0,59.0,2.0
Monterey Elementary,Roanoke City,47.0,40.0,0.0
Montessori Public School of Arlington,Arlington County,22.0,73.0,3.0
Montevideo Middle,Rockingham County,49.0,51.0,0.0
Monticello High,Albemarle County,32.0,61.0,3.0
Montrose Elementary,Henrico County,47.0,50.0,3.0
Montross Middle,Westmoreland County,50.0,47.0,0.0
Montvale Elementary,Bedford County,62.0,38.0,0.0
Moorefield Station Elementary,Loudoun County,32.0,66.0,0.0
Morningside Elementary,Roanoke City,38.0,44.0,0.0
Mosaic Elementary,Fairfax County,26.0,74.0,0.0
Moss-Nuckols Elementary,Louisa County,43.0,51.0,0.0
Mount Airy Elementary,Pittsylvania County,63.0,37.0,0.0
Mount Eagle Elementary,Fairfax County,27.0,68.0,2.0
Mount Pleasant Elementary,Roanoke County,59.0,41.0,0.0
Mount Vernon Elementary,Alexandria City,38.0,61.0,2.0
Mount Vernon High,Fairfax County,24.0,72.0,3.0
Mount Vernon Woods Elementary,Fairfax County,32.0,65.0,3.0
Mountain View Elementary,Albemarle County,28.0,66.0,2.0
Mountain View Elementary,Alleghany Highlands,47.0,47.0,0.0
Mountain View Elementary,Loudoun County,26.0,74.0,0.0
Mountain View Elementary,Prince William County,27.0,73.0,0.0
Mountain View Elementary,Roanoke County,49.0,49.0,0.0
Mountain View Elementary,Rockbridge County,59.0,35.0,6.0
Mountain View Elementary,Rockingham County,44.0,56.0,0.0
Mountain View High,Fairfax County,15.0,83.0,2.0
Mountain View High,Shenandoah County,30.0,67.0,2.0
Nandua High,Accomack County,42.0,49.0,0.0
Nandua Middle,Accomack County,43.0,52.0,0.0
Nansemond Parkway Elementary,Suffolk City,32.0,56.0,2.0
Nansemond River High,Suffolk City,45.0,49.0,2.0
Naomi L. Brooks Elementary,Alexandria City,26.0,70.0,4.0
Narrows High,Giles County,43.0,57.0,0.0
Nathanael Greene Elementary,Greene County,31.0,66.0,0.0
Natural Bridge Elementary,Rockbridge County,39.0,58.0,0.0
Navy Elementary,Fairfax County,27.0,71.0,0.0
Neabsco Elementary,Prince William County,44.0,52.0,0.0
Nelson County High,Nelson County,31.0,59.0,3.0
Nelson Middle,Nelson County,37.0,58.0,5.0
New Castle Elementary,Virginia Beach City,43.0,57.0,0.0
New London Academy Elementary,Bedford County,41.0,59.0,0.0
Newington Forest Elementary,Fairfax County,33.0,67.0,0.0
Newsome Park Elementary,Newport News City,28.0,53.0,2.0
Newtown Elementary,Virginia Beach City,50.0,40.0,2.0
Ni River Middle,Spotsylvania County,48.0,50.0,0.0
Nickelsville Elementary,Scott County,61.0,39.0,0.0
Norfolk Highlands Primary,Chesapeake City,38.0,56.0,0.0
Norge Elementary,Williamsburg-James City County,31.0,63.0,0.0
North Elementary,Colonial Heights City,63.0,30.0,3.0
North Elementary,Prince George County,61.0,25.0,2.0
North Fork Middle,Shenandoah County,43.0,58.0,0.0
North Landing Elementary,Virginia Beach City,41.0,56.0,0.0
North River Elementary,Augusta County,64.0,36.0,0.0
North Springfield Elementary,Fairfax County,36.0,64.0,0.0
North Stafford High,Stafford County,42.0,44.0,1.0
Northampton High,Northampton County,57.0,34.0,2.0
Northampton Middle,Northampton County,69.0,23.0,0.0
Northern Shores Elementary,Suffolk City,45.0,47.0,2.0
Northside High,Roanoke County,39.0,59.0,0.0
Northside Middle,Norfolk City,50.0,49.0,1.0
Northside Middle,Roanoke County,48.0,47.0,3.0
Northumberland Elementary,Northumberland County,60.0,38.0,0.0
Northumberland High,Northumberland County,32.0,59.0,5.0
Northumberland Middle,Northumberland County,42.0,58.0,0.0
Northwood High,Smyth County,52.0,48.0,0.0
Northwood Middle,Smyth County,73.0,28.0,0.0
Norton Elementary,Norton City,65.0,26.0,5.0
Norview Elementary,Norfolk City,33.0,60.0,5.0
Norview High,Norfolk City,41.0,50.0,3.0
Norview Middle,Norfolk City,49.0,43.0,2.0
Nottingham Elementary,Arlington County,11.0,84.0,3.0
Nottoway Elementary,Southampton County,41.0,48.0,0.0
Nottoway High,Nottoway County,54.0,42.0,2.0
Nottoway Intermediate,Nottoway County,56.0,35.0,6.0
Nottoway Middle,Nottoway County,43.0,54.0,3.0
Nuckols Farm Elementary,Henrico County,21.0,79.0,0.0
O. Trent Bonner Middle,Danville City,49.0,45.0,0.0
O.B. Gates Elementary,Chesterfield County,42.0,56.0,2.0
Oak Grove Elementary,Roanoke County,54.0,43.0,0.0
Oak Grove/Bellemeade Elementary,Richmond City,48.0,44.0,2.0
Oak Hill Elementary,Fairfax County,20.0,79.0,2.0
Oak Knoll Middle,Hanover County,41.0,57.0,0.0
Oak Point Elementary,Smyth County,45.0,45.0,2.0
Oak Street Elementary,Falls Church City,14.0,86.0,0.0
Oak View Elementary,Fairfax County,40.0,60.0,0.0
Oakland Elementary,Carroll County,50.0,46.0,4.0
Oakland Elementary,Suffolk City,46.0,43.0,0.0
Oakridge Elementary,Arlington County,33.0,60.0,2.0
Oakton Elementary,Fairfax County,31.0,69.0,0.0
Oakton High,Fairfax County,28.0,68.0,2.0
Occohannock Elementary,Northampton County,56.0,41.0,3.0
Occoquan Elementary,Prince William County,32.0,66.0,0.0
Ocean Lakes Elementary,Virginia Beach City,52.0,45.0,2.0
Ocean Lakes High,Virginia Beach City,45.0,51.0,1.0
Ocean View Elementary,Norfolk City,42.0,56.0,0.0
Oceanair Elementary,Norfolk City,33.0,58.0,0.0
Old Bridge Elementary,Prince William County,23.0,75.0,0.0
Old Donation School,Virginia Beach City,40.0,56.0,2.0
Old Hundred Elementary,Chesterfield County,36.0,61.0,0.0
Olde Creek Elementary,Fairfax County,31.0,69.0,0.0
Oliver C. Greenwood Elementary,Newport News City,21.0,68.0,3.0
Open High,Richmond City,12.0,88.0,0.0
Orange Elementary,Orange County,51.0,40.0,0.0
Orange Hunt Elementary,Fairfax County,28.0,71.0,0.0
Orchard View Elementary,Frederick County,45.0,48.0,0.0
Osbourn High,Manassas City,29.0,65.0,2.0
Osbourn Park High,Prince William County,29.0,68.0,1.0
Oscar F. Smith High,Chesapeake City,38.0,56.0,3.0
Oscar Smith Middle,Chesapeake City,47.0,40.0,3.0
Otter River Elementary,Bedford County,58.0,42.0,0.0
Ottobine Elementary,Rockingham County,57.0,43.0,0.0
Overby-Sheppard Elementary,Richmond City,26.0,74.0,0.0
P.B. Smith Elementary,Fauquier County,41.0,52.0,0.0
Page County High,Page County,46.0,46.0,5.0
Page County Middle,Page County,67.0,33.0,0.0
Page Middle,Gloucester County,45.0,51.0,0.0
Park Avenue Elementary,Danville City,67.0,33.0,0.0
Park Ridge Elementary,Stafford County,45.0,40.0,2.0
Park View Elementary,Portsmouth City,40.0,44.0,6.0
Park View High,Loudoun County,27.0,68.0,2.0
Parklawn Elementary,Fairfax County,33.0,66.0,0.0
Parkside Elementary,Spotsylvania County,46.0,44.0,2.0
Parkside Middle,Prince William County,46.0,50.0,1.0
Parkway Elementary,Virginia Beach City,48.0,53.0,0.0
Parry McCluer High,Buena Vista City,43.0,50.0,0.0
Parry McCluer Middle,Buena Vista City,60.0,33.0,0.0
Patrick Copeland Elementary,Hopewell City,55.0,30.0,5.0
Patrick County High,Patrick County,48.0,46.0,1.0
Patrick Henry Elementary,Martinsville City,76.0,24.0,0.0
Patrick Henry High,Hanover County,33.0,65.0,3.0
Patrick Henry High,Roanoke City,37.0,50.0,1.0
Patrick Henry High,Washington County,46.0,51.0,2.0
Patrick Henry K-8 School,Alexandria City,32.0,57.0,3.0
Patrick Henry School Of Science And Arts,Richmond City,36.0,60.0,0.0
Patrick Springs Primary,Patrick County,54.0,42.0,0.0
Patriot High,Prince William County,26.0,72.0,1.0
Paul Burbank Elementary,Hampton City,52.0,34.0,3.0
Paul Munro Elementary,Lynchburg City,44.0,50.0,0.0
Peak View Elementary,Rockingham County,57.0,43.0,0.0
Pearl Sample Elementary,Culpeper County,50.0,50.0,0.0
Pearson's Corner Elementary,Hanover County,29.0,67.0,0.0
Peasley Middle,Gloucester County,35.0,64.0,0.0
Pemberton Elementary,Henrico County,33.0,63.0,4.0
Pembroke Elementary,Virginia Beach City,47.0,47.0,0.0
Pembroke Meadows Elementary,Virginia Beach City,56.0,33.0,8.0
Penn Forest Elementary,Roanoke County,47.0,50.0,0.0
Pennington Middle,Lee County,57.0,34.0,2.0
Pennington Traditional,Prince William County,41.0,59.0,0.0
Perrymont Elementary,Lynchburg City,56.0,38.0,0.0
Peter Muhlenberg Middle,Shenandoah County,49.0,47.0,2.0
Petersburg High,Petersburg City,45.0,46.0,0.0
Petsworth Elementary,Gloucester County,44.0,44.0,0.0
Phillips Elementary,Hampton City,42.0,58.0,0.0
Phoebus High,Hampton City,46.0,43.0,1.0
Pinchbeck Elementary,Henrico County,37.0,60.0,3.0
Pine Spring Elementary,Fairfax County,31.0,67.0,0.0
Pinebrook Elementary,Loudoun County,37.0,60.0,2.0
Piney Branch Elementary,Prince William County,33.0,64.0,2.0
Plains Elementary,Rockingham County,50.0,50.0,0.0
Plaza Middle,Virginia Beach City,47.0,51.0,0.0
Pleasant Valley Elementary,Rockingham County,42.0,58.0,0.0
Pleasants Lane Elementary,Petersburg City,59.0,39.0,0.0
Pocahontas Elementary,Powhatan County,46.0,48.0,3.0
Pocahontas Middle,Henrico County,48.0,52.0,0.0
Poe Middle,Fairfax County,32.0,68.0,0.0
Point O' View Elementary,Virginia Beach City,41.0,55.0,0.0
Pole Green Elementary,Hanover County,38.0,60.0,0.0
Poplar Tree Elementary,Fairfax County,33.0,63.0,0.0
Poquoson Elementary,Poquoson City,40.0,51.0,0.0
Poquoson High,Poquoson City,42.0,55.0,2.0
Poquoson Middle,Poquoson City,40.0,58.0,0.0
Post Oak Middle,Spotsylvania County,35.0,61.0,0.0
Potomac Elementary,King George County,44.0,51.0,2.0
Potomac Falls High,Loudoun County,26.0,72.0,2.0
Potomac High,Prince William County,32.0,63.0,1.0
Potomac Middle,Prince William County,34.0,58.0,4.0
Potomac Shores Middle,Prince William County,35.0,62.0,0.0
Potomac View Elementary,Prince William County,48.0,44.0,0.0
Potowmack Elementary,Loudoun County,22.0,75.0,3.0
Powell Elementary,Fairfax County,20.0,77.0,0.0
Powhatan Elementary,Powhatan County,33.0,59.0,4.0
Powhatan High,Powhatan County,43.0,50.0,2.0
Powhatan Middle,Powhatan County,41.0,51.0,3.0
Preston Park Elementary,Roanoke City,43.0,45.0,0.0
Prices Fork Elementary,Montgomery County,47.0,51.0,0.0
Prince Edward County High,Prince Edward County,44.0,50.0,0.0
Prince Edward Elementary,Prince Edward County,57.0,39.0,3.0
Prince Edward Middle,Prince Edward County,56.0,33.0,4.0
Prince George High,Prince George County,50.0,41.0,2.0
Princess Anne Elementary,Virginia Beach City,29.0,69.0,0.0
Princess Anne High,Virginia Beach City,43.0,50.0,2.0
Princess Anne Middle,Virginia Beach City,47.0,50.0,2.0
Prospect Heights Middle,Orange County,40.0,49.0,0.0
Providence Elementary,Chesterfield County,41.0,59.0,0.0
Providence Elementary,Fairfax County,24.0,76.0,0.0
Providence Elementary,Virginia Beach City,50.0,45.0,2.0
Providence Middle,Chesterfield County,38.0,60.0,0.0
Pulaski County Middle,Pulaski County,59.0,40.0,0.0
Pulaski County Senior High,Pulaski County,39.0,52.0,1.0
Pungoteague Elementary,Accomack County,39.0,52.0,3.0
Queens Lake Middle,York County,31.0,62.0,4.0
Quioccasin Middle,Henrico County,35.0,60.0,1.0
R. Dean Kilby Elementary,Prince William County,30.0,69.0,0.0
R.C. Longan Elementary,Henrico County,31.0,69.0,0.0
Radford High,Radford City,38.0,55.0,2.0
Randolph Elementary,Arlington County,34.0,62.0,2.0
Randolph Elementary,Goochland County,46.0,50.0,0.0
Rappahannock County Elementary,Rappahannock County,49.0,47.0,0.0
Rappahannock County High,Rappahannock County,39.0,53.0,0.0
Rappahannock High,Richmond County,58.0,37.0,0.0
Ravensworth Elementary,Fairfax County,35.0,62.0,2.0
Read Mountain Middle,Botetourt County,49.0,43.0,3.0
Reams Road Elementary,Chesterfield County,46.0,54.0,0.0
Red Hill Elementary,Albemarle County,36.0,64.0,0.0
Red Mill Elementary,Virginia Beach City,40.0,56.0,2.0
Red Oak-Sturgeon Elementary,Brunswick County,50.0,44.0,6.0
Redbud Run Elementary,Frederick County,57.0,43.0,0.0
Ressie Jeffries Elementary,Warren County,52.0,42.0,0.0
Rhea Valley Elementary,Washington County,42.0,56.0,0.0
Rich Acres Elementary,Henry County,42.0,54.0,4.0
Rich Valley Elementary,Smyth County,50.0,45.0,5.0
Richard Bowling Elementary,Norfolk City,41.0,45.0,2.0
Richard C. Haydon Elementary,Manassas City,34.0,57.0,0.0
Richard T. Yates Elementary,Newport News City,45.0,42.0,0.0
Richlands Elementary,Tazewell County,64.0,32.0,0.0
Richlands High,Tazewell County,59.0,39.0,0.0
Richlands Middle,Tazewell County,63.0,35.0,0.0
Richmond Alternative,Richmond City,57.0,43.0,0.0
Richmond Career Education and Employment Charter School,Richmond City,33.0,50.0,0.0
Richmond Community High,Richmond City,29.0,57.0,14.0
Richmond County Elementary,Richmond County,55.0,39.0,2.0
Richneck Elementary,Newport News City,32.0,63.0,3.0
Ridge Elementary,Henrico County,24.0,76.0,0.0
Ridgeview High,Dickenson County,57.0,32.0,3.0
Ridgeview Middle,Dickenson County,73.0,23.0,2.0
Rippon Middle,Prince William County,37.0,59.0,1.0
River Bend Elementary,Rockingham County,59.0,41.0,0.0
River Bend Middle,Loudoun County,27.0,71.0,1.0
River City Middle,Richmond City,46.0,50.0,0.0
River Oaks Elementary,Prince William County,45.0,51.0,2.0
Riverdale Elementary,Southampton County,50.0,43.0,2.0
Riverheads Elementary,Augusta County,50.0,40.0,0.0
Riverheads High,Augusta County,53.0,39.0,0.0
Riverlawn Elementary,Pulaski County,50.0,43.0,2.0
Rivers Edge Elementary,Henrico County,39.0,53.0,2.0
Riverside Elementary,Fairfax County,28.0,71.0,0.0
Riverside Elementary,Newport News City,24.0,53.0,0.0
Riverside High,Loudoun County,22.0,73.0,3.0
Riverview Elementary,Spotsylvania County,45.0,55.0,0.0
Riverview Elementary/Middle,Buchanan County,68.0,29.0,0.0
Roanoke Academy For Mathematics & Science Elementary,Roanoke City,46.0,36.0,2.0
Robert E. Aylor Middle,Frederick County,49.0,48.0,1.0
Robert S. Payne Elementary,Lynchburg City,55.0,43.0,0.0
Robinson Secondary,Fairfax County,23.0,75.0,2.0
Robious Elementary,Chesterfield County,40.0,58.0,0.0
Robious Middle,Chesterfield County,49.0,47.0,2.0
Rock Ridge High,Loudoun County,17.0,80.0,2.0
Rockbridge County High,Rockbridge County,39.0,50.0,5.0
Rockfish River Elementary,Nelson County,39.0,58.0,0.0
Rockhill Elementary,Stafford County,39.0,54.0,2.0
Rockledge Elementary,Prince William County,29.0,69.0,0.0
Rocky Mount Elementary,Franklin County,50.0,47.0,3.0
Rocky Run Elementary,Stafford County,47.0,47.0,0.0
Rocky Run Middle,Fairfax County,30.0,65.0,5.0
Rodney E. Thompson Middle,Stafford County,49.0,39.0,3.0
Rolling Ridge Elementary,Loudoun County,34.0,64.0,0.0
Rolling Valley Elementary,Fairfax County,31.0,67.0,2.0
Ronald Wilson Reagan Middle,Prince William County,26.0,72.0,0.0
Rosa Lee Carter Elementary,Loudoun County,22.0,77.0,0.0
Rosa Parks Elementary,Prince William County,33.0,65.0,0.0
Rose Hill Elementary,Fairfax County,38.0,61.0,1.0
Rose Hill Elementary,Lee County,50.0,50.0,0.0
Rosemont Elementary,Virginia Beach City,53.0,47.0,0.0
Rosemont Forest Elementary,Virginia Beach City,44.0,53.0,0.0
Round Hill Elementary,Loudoun County,19.0,80.0,0.0
Round Hill Elementary,Roanoke City,53.0,35.0,1.0
Ruby F. Carver Elementary,Henrico County,42.0,52.0,6.0
Ruckersville Elementary,Greene County,41.0,56.0,0.0
Rural Point Elementary,Hanover County,31.0,69.0,0.0
Rural Retreat Elementary,Wythe County,67.0,33.0,0.0
Rural Retreat High,Wythe County,55.0,42.0,0.0
Rural Retreat Middle,Wythe County,64.0,36.0,0.0
Rustburg Elementary,Campbell County,54.0,46.0,0.0
Rustburg High,Campbell County,48.0,48.0,2.0
Rustburg Middle,Campbell County,55.0,43.0,0.0
Rye Cove High,Scott County,48.0,41.0,0.0
Rye Cove Intermediate,Scott County,56.0,33.0,0.0
S. Gordon Stewart Middle,Augusta County,46.0,52.0,2.0
S.P. Morton Elementary,Franklin City,38.0,36.0,3.0
Salem Church Elementary,Chesterfield County,41.0,57.0,0.0
Salem Church Middle,Chesterfield County,48.0,51.0,1.0
Salem Elementary,Spotsylvania County,31.0,60.0,2.0
Salem Elementary,Virginia Beach City,18.0,79.0,3.0
Salem High,Salem City,31.0,62.0,1.0
Salem High,Virginia Beach City,50.0,43.0,1.0
Salem Middle,Virginia Beach City,53.0,41.0,3.0
Saltville Elementary,Smyth County,48.0,48.0,3.0
Samuel L. Gravely Jr. Elementary,Prince William County,28.0,69.0,2.0
Samuel P. Langley Elementary,Hampton City,49.0,49.0,0.0
Samuel W. Tucker Elementary,Alexandria City,20.0,71.0,2.0
Sandburg Middle,Fairfax County,32.0,66.0,2.0
Sanders Corner Elementary,Loudoun County,22.0,78.0,0.0
Sandlick Elementary,Dickenson County,73.0,23.0,3.0
Sandston Elementary,Henrico County,20.0,80.0,0.0
Sandusky Elementary,Lynchburg City,63.0,37.0,0.0
Sandusky Middle,Lynchburg City,52.0,37.0,0.0
Sandy Hook Elementary,Shenandoah County,42.0,55.0,0.0
Sangster Elementary,Fairfax County,22.0,78.0,0.0
Sanville Elementary,Henry County,59.0,41.0,0.0
Saratoga Elementary,Fairfax County,30.0,65.0,3.0
Schoolfield Elementary,Danville City,61.0,39.0,0.0
Scott Memorial Middle,Wythe County,67.0,30.0,0.0
Scottsburg Elementary,Halifax County,66.0,31.0,3.0
Scottsville Elementary,Albemarle County,40.0,52.0,4.0
Seaford Elementary,York County,45.0,50.0,0.0
Seatack Elementary an Achievable Dream Academy,Virginia Beach City,41.0,59.0,0.0
Sedgefield Elementary,Newport News City,50.0,43.0,0.0
Seldens Landing Elementary,Loudoun County,28.0,71.0,0.0
Seneca Ridge Middle,Loudoun County,27.0,71.0,2.0
Seven Pines Elementary,Henrico County,21.0,79.0,0.0
Sewells Point Elementary,Norfolk City,40.0,53.0,4.0
Shady Grove Elementary,Henrico County,29.0,71.0,0.0
Sharon C. McAuliffe Elementary,Prince William County,33.0,57.0,2.0
Sharon Elementary,Alleghany Highlands,50.0,50.0,0.0
Shawsville Middle,Montgomery County,43.0,49.0,0.0
Sheffey Elementary,Wythe County,50.0,50.0,0.0
Sheffield Elementary,Lynchburg City,53.0,47.0,0.0
Shelburne Middle,Staunton City,40.0,60.0,0.0
Shelton Park Elementary,Virginia Beach City,50.0,50.0,0.0
Shenandoah Elementary,Page County,71.0,26.0,0.0
Sherando High,Frederick County,35.0,60.0,3.0
Sherman Elementary,Fairfax County,37.0,63.0,0.0
Sherwood Forest Elementary,Norfolk City,45.0,40.0,2.0
Shirley C. Heim Middle,Stafford County,44.0,45.0,1.0
Shoemaker Elementary,Scott County,75.0,25.0,0.0
Short Pump Elementary,Henrico County,28.0,69.0,3.0
Short Pump Middle,Henrico County,47.0,53.0,0.0
Shrevewood Elementary,Fairfax County,37.0,58.0,3.0
Signal Hill Elementary,Prince William County,27.0,67.0,0.0
Signal Knob Middle,Shenandoah County,50.0,48.0,0.0
Silverbrook Elementary,Fairfax County,38.0,59.0,3.0
Simonsdale Elementary,Portsmouth City,42.0,55.0,2.0
Sinai Elementary,Halifax County,53.0,47.0,0.0
Skipwith Elementary,Henrico County,35.0,63.0,0.0
Skyline High,Warren County,60.0,38.0,0.0
Skyline Middle,Harrisonburg City,34.0,63.0,1.0
Skyline Middle,Warren County,62.0,35.0,2.0
Sleepy Hollow Elementary,Fairfax County,32.0,62.0,2.0
Smith Station Elementary,Spotsylvania County,45.0,51.0,0.0
Smithfield High,Isle of Wight County,42.0,44.0,0.0
Smithfield Middle,Isle of Wight County,36.0,53.0,0.0
Smithland Elementary,Harrisonburg City,44.0,56.0,0.0
Snow Creek Elementary,Franklin County,25.0,75.0,0.0
Snowville Elementary,Pulaski County,48.0,41.0,4.0
Sonnie Penn Elementary,Prince William County,30.0,66.0,2.0
Sontag Elementary,Franklin County,38.0,55.0,0.0
South Anna Elementary,Hanover County,33.0,67.0,0.0
South Boston Elementary,Halifax County,61.0,36.0,0.0
South County High,Fairfax County,25.0,73.0,0.0
South County Middle,Fairfax County,26.0,73.0,1.0
South Elementary,Prince George County,54.0,46.0,0.0
South Hill Elementary,Mecklenburg County,56.0,41.0,0.0
South Lakes High,Fairfax County,22.0,72.0,4.0
South River Elementary,Rockingham County,42.0,54.0,0.0
South Salem Elementary,Salem City,35.0,59.0,0.0
Southampton Elementary,Richmond City,45.0,52.0,0.0
Southampton High,Southampton County,54.0,33.0,4.0
Southampton Middle,Southampton County,60.0,21.0,0.0
Southeastern Elementary,Chesapeake City,37.0,58.0,0.0
Southside Elementary,Dinwiddie County,51.0,49.0,0.0
Southside Elementary,Pittsylvania County,72.0,25.0,3.0
Southwestern Elementary,Chesapeake City,43.0,50.0,0.0
Southwestern Elementary,Suffolk City,37.0,56.0,0.0
Sparrow Road Intermediate,Chesapeake City,39.0,50.0,0.0
Speedwell Elementary,Wythe County,50.0,43.0,0.0
Spiller Elementary,Wythe County,61.0,37.0,0.0
Spotswood Elementary,Harrisonburg City,41.0,59.0,0.0
Spotswood Elementary,Spotsylvania County,33.0,62.0,0.0
Spotswood High,Rockingham County,44.0,55.0,0.0
Spotsylvania Elementary,Spotsylvania County,43.0,57.0,0.0
Spotsylvania High,Spotsylvania County,44.0,46.0,1.0
Spotsylvania Middle,Spotsylvania County,45.0,53.0,0.0
Spring Hill Elementary,Fairfax County,23.0,73.0,3.0
Spring Run Elementary,Chesterfield County,48.0,52.0,0.0
Springfield Elementary,Page County,38.0,63.0,0.0
Springfield Estates Elementary,Fairfax County,28.0,72.0,0.0
Springfield Park Elementary,Henrico County,34.0,66.0,0.0
Springwoods Elementary,Prince William County,29.0,69.0,2.0
St. Charles Elementary,Lee County,58.0,42.0,0.0
St. Clare Walker Middle,Middlesex County,33.0,63.0,0.0
St. Helena Elementary,Norfolk City,31.0,59.0,0.0
St. Paul,Carroll County,50.0,47.0,3.0
St. Paul Elementary,Wise County,71.0,25.0,3.0
Stafford Elementary,Stafford County,58.0,40.0,0.0
Stafford Middle,Stafford County,49.0,46.0,3.0
Stafford Senior High,Stafford County,33.0,52.0,3.0
Stanley Elementary,Page County,63.0,38.0,0.0
