Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,percentage_disabled,free_reduced_lunch_percentage,chronic_absenteeism_rate,cohort_dropout_rate,Bachelors_Percent,Masters_Percent,Doctoral_Percent,SOL Pass Rate,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Total_Per_Pupil_Expenditures,Total_Expenditures
Spotsylvania County,Spotsylvania High,0.4437643458301453,1.0,1.0,0.5252679938744257,,1.0,1.0,0.3379999999999999,0.3131,0.0839,44.0,46.0,1.0,0.69,230.0,7715.0,594.0,4296.0,12836.0,9885332.0
Spotsylvania County,Spotsylvania Middle,0.3713991769547325,0.0230607966457023,0.0041152263374485,0.51340206185567,0.0,0.0668724279835391,0.1409465020576131,0.295,0.2027,,45.0,53.0,0.0,0.564,1160.0,8010.0,594.0,4296.0,14060.0,9967752.0
Fairfax County,Spring Hill Elementary,0.0802395209580838,0.1542416452442159,0.0,0.5041916167664671,0.0,0.0155688622754491,0.0826347305389221,0.042,0.0807,,23.0,73.0,3.0,0.9233333333,772.0,12584.0,694.0,6054.0,20104.0,8626994.0
Chesterfield County,Spring Run Elementary,0.1894977168949771,0.0470183486238532,0.0011415525114155,0.523972602739726,0.0,0.0228310502283105,0.1449771689497717,0.1689999999999999,0.1098,,48.0,52.0,0.0,0.7575,378.0,6844.0,543.0,4412.0,12177.0,13436002.0
Page County,Springfield Elementary,0.4703196347031963,0.0,0.0,0.4977168949771689,0.0,0.0,0.1095890410958904,0.535,0.1614999999999999,,38.0,63.0,0.0,0.805,342.0,7979.0,813.0,2609.0,11743.0,6407732.0
Fairfax County,Springfield Estates Elementary,0.3694158075601375,0.2699619771863117,0.0,0.4725085910652921,0.0,0.0446735395189003,0.1134020618556701,0.31,0.1082,,28.0,72.0,0.0,0.8166666667,520.0,11030.0,694.0,6054.0,18298.0,10501346.0
Henrico County,Springfield Park Elementary,0.3266666666666666,0.0952380952380952,0.0,0.5183333333333333,0.0,0.0166666666666666,0.1216666666666666,0.2769999999999999,0.0588999999999999,,34.0,66.0,0.0,0.79,822.0,8137.0,89.0,2979.0,12026.0,6110675.0
Prince William County,Springwoods Elementary,0.4039351851851852,0.2414215686274509,0.0011574074074074,0.507531865585168,0.0,0.0868055555555555,0.099537037037037,0.372,0.1434,,29.0,69.0,2.0,0.74,222.0,8727.0,571.0,3640.0,13160.0,30510862.0
Lee County,St. Charles Elementary,0.7903225806451613,0.0,0.0,0.5725806451612904,0.0,0.0080645161290322,0.2661290322580645,0.942,0.4865,,58.0,42.0,0.0,0.7366666667,1364.0,8487.0,951.0,2773.0,13575.0,3772284.0
Middlesex County,St. Clare Walker Middle,0.5766423357664233,0.0,0.0,0.4890510948905109,0.0,0.010948905109489,0.1861313868613138,0.496,0.2847,,33.0,63.0,0.0,0.64,1086.0,7094.0,175.0,2993.0,11347.0,5666393.0
Norfolk City,St. Helena Elementary,0.8384279475982532,0.0,0.0,0.5240174672489083,0.0,0.0174672489082969,0.0829694323144104,0.959,0.3333,,31.0,59.0,0.0,0.365,2056.0,8002.0,645.0,3545.0,14248.0,8228624.0
Carroll County,St. Paul,0.6792452830188679,0.0507936507936507,0.0062893081761006,0.5125786163522013,0.0,0.0062893081761006,0.1855345911949685,0.736,0.1211999999999999,,50.0,47.0,3.0,0.7775,1346.0,7571.0,418.0,3506.0,12841.0,4026074.0
Wise County,St. Paul Elementary,0.3543123543123543,0.0,0.0,0.5221445221445221,0.0,0.0186480186480186,0.1142191142191142,0.877,0.0969999999999999,,71.0,25.0,3.0,0.892,985.0,5855.0,627.0,3142.0,10609.0,4436804.0
Stafford County,Stafford Elementary,0.2798295454545454,0.1169757489300998,0.0014204545454545,0.5511363636363636,0.0,0.0880681818181818,0.1306818181818181,0.253,0.1475,,58.0,40.0,0.0,0.585,393.0,9366.0,237.0,3487.0,13482.0,7345550.0
Stafford County,Stafford Middle,0.3495038588754134,0.0627261761158021,0.0011025358324145,0.4977924944812362,0.0,0.051819184123484,0.1488423373759647,0.44,0.1189,,49.0,46.0,3.0,0.532,452.0,8981.0,237.0,3487.0,13157.0,8232853.0
Stafford County,Stafford Senior High,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.296,0.2664999999999999,0.0504,33.0,52.0,3.0,0.63,298.0,7649.0,237.0,3487.0,11671.0,9021484.0
Page County,Stanley Elementary,0.5459459459459459,0.0,0.0027027027027027,0.4567567567567567,0.0,0.0,0.0945945945945946,0.632,0.2943,,63.0,38.0,0.0,0.5225,1138.0,9560.0,813.0,2609.0,14119.0,3019056.0
Henry County,Stanleytown Elementary,0.6550387596899225,0.0465116279069767,0.003875968992248,0.4728682170542636,0.0,0.0077519379844961,0.2248062015503876,0.8859999999999999,0.2115,,55.0,45.0,0.0,0.655,484.0,6384.0,346.0,3501.0,10715.0,11644268.0
Staunton City,Staunton City School PreSchool Programs,0.0,0.0,0.0087719298245614,0.5350877192982456,0.0,0.0,0.1929824561403508,,,,,,,,,,,,,
Staunton City,Staunton High,0.4142857142857143,0.0215311004784689,0.0083333333333333,0.5154761904761904,0.0142857142857142,0.0071428571428571,0.1369047619047619,0.38,0.3945,0.019,51.0,46.0,0.0,0.754,650.0,8092.0,1308.0,3745.0,13796.0,11220000.0
Bedford County,Staunton River High,0.4831338411316648,0.0,0.0054406964091403,0.5331882480957563,0.0130576713819368,0.0174102285092491,0.1316648531011969,0.49,0.2598,0.0667,53.0,46.0,1.0,0.614,451.0,8960.0,28.0,3585.0,13023.0,9160775.0
Bedford County,Staunton River Middle,0.5376884422110553,0.0,0.0050251256281407,0.5142378559463987,0.0,0.0050251256281407,0.1323283082077052,0.531,0.1394999999999999,,54.0,40.0,0.0,0.5,617.0,7898.0,28.0,3585.0,12127.0,6484494.0
Fairfax County,Stenwood Elementary,0.1100569259962049,0.1005917159763313,0.0,0.4990512333965844,0.0,0.0531309297912713,0.1612903225806451,0.092,0.0676,,21.0,77.0,2.0,0.86,477.0,10937.0,694.0,6054.0,18162.0,14133268.0
Loudoun County,Sterling Elementary,0.6275862068965518,0.5802469135802469,0.0,0.5057471264367817,0.1195402298850574,0.0229885057471264,0.1080459770114942,0.619,0.1082,,18.0,82.0,0.0,0.4925,264.0,16769.0,13.0,2246.0,19292.0,10827204.0
Loudoun County,Sterling Middle,0.7931671283471837,0.5112994350282486,,0.522181146025878,0.0840258541089566,1.0,0.1246537396121883,0.718,0.1676,,33.0,65.0,1.0,0.49200000000000005,362.0,17155.0,13.0,2246.0,19776.0,16406768.0
Loudoun County,Steuart W. Weller Elementary,0.2848297213622291,0.2287581699346405,0.0,0.5139318885448917,0.0,0.0077399380804953,0.0897832817337461,0.222,0.1239,,28.0,69.0,1.0,0.795,302.0,14416.0,13.0,2246.0,16976.0,20158474.0
Bedford County,Stewartsville Elementary,0.6647058823529411,0.0471976401179941,0.0088235294117647,0.4735294117647058,0.0,0.0147058823529411,0.1264705882352941,0.643,0.2025,,59.0,41.0,0.0,0.65,1256.0,9363.0,28.0,3585.0,14231.0,2052993.0
Loudoun County,Stone Bridge High,1.0,1.0,,0.5451408855664175,,1.0,1.0,0.104,0.1482,0.0141,25.0,70.0,4.0,0.868,437.0,15092.0,13.0,2246.0,17788.0,10566952.0
Loudoun County,Stone Hill Middle,0.1309314586994727,0.0483711747285291,,0.507908611599297,,1.0,1.0,0.1159999999999999,0.0795,,35.0,59.0,3.0,0.836,215.0,17004.0,13.0,2246.0,19478.0,11566360.0
Fairfax County,Stone Middle,0.3685714285714285,0.1732418524871355,0.0,0.4634146341463415,0.0,0.0271428571428571,0.1914285714285714,0.317,0.1382,,38.0,58.0,2.0,0.7066666667,502.0,11477.0,694.0,6054.0,18728.0,37718384.0
Albemarle County,Stone Robinson Elementary,0.2468085106382978,0.0556745182012847,0.0063829787234042,0.4776119402985074,0.0,0.0212765957446808,0.1595744680851064,0.268,0.1432,,26.0,72.0,2.0,0.6225,379.0,12427.0,471.0,3799.0,17076.0,4508851.0
Harrisonburg City,Stone Spring Elementary,0.5778210116731517,0.4185110663983903,0.0,0.519455252918288,0.0,0.0019455252918287,0.1420233463035019,0.8370000000000001,0.381,,53.0,47.0,0.0,0.4175,885.0,10102.0,625.0,3535.0,15147.0,10966735.0
Williamsburg-James City County,Stonehouse Elementary,0.2506596306068601,0.0158311345646438,0.0118733509234828,0.4907651715039577,0.0,0.1662269129287599,0.1622691292875989,0.235,0.0751,,28.0,69.0,0.0,0.8,566.0,9332.0,559.0,4980.0,15436.0,7796098.0
Frederick County,Stonewall Elementary,0.592391304347826,0.1853932584269663,0.0,0.4864130434782608,0.0,0.0054347826086956,0.1222826086956521,0.417,0.1445,,51.0,49.0,0.0,0.5325,831.0,8719.0,136.0,2885.0,12570.0,7438383.0
Bristol City,Stonewall Jackson Elementary,0.5916666666666667,0.0,0.0,0.5625,0.0,0.0083333333333333,0.1083333333333333,0.939,0.2995,,48.0,37.0,4.0,0.66,2705.0,7197.0,150.0,3693.0,13745.0,6760268.0
Newport News City,Stoney Run Elementary,0.6779661016949152,0.1282051282051282,0.0,0.5508474576271186,0.0,0.0635593220338983,0.1504237288135593,,,,,,,,,,,,,
Pittsylvania County,Stony Mill Elementary,0.5326876513317191,0.0573566084788029,0.0048426150121065,0.5351089588377724,0.0,0.0024213075060532,0.1041162227602905,0.59,0.1333,,72.0,26.0,0.0,0.76,780.0,6751.0,336.0,3275.0,11142.0,4537274.0
Albemarle County,Stony Point Elementary,0.2925531914893617,0.0,0.0,0.5053191489361702,0.0,0.0372340425531914,0.0744680851063829,0.3229999999999999,0.1459,,38.0,58.0,0.0,0.695,887.0,13005.0,471.0,3799.0,18162.0,3898559.0
Shenandoah County,Strasburg High,0.3636363636363636,0.0,0.0,0.51138353765324,0.0,0.0244755244755244,0.1241258741258741,0.28,0.4150999999999999,0.0,48.0,50.0,2.0,0.7175,278.0,9425.0,508.0,3618.0,13828.0,6959628.0
Fairfax County,Stratford Landing Elementary,0.2316076294277929,0.0586552217453505,0.0,0.5422343324250681,0.0,0.2070844686648501,0.1321525885558583,0.233,0.0799,,19.0,77.0,0.0,0.75,371.0,10033.0,694.0,6054.0,17153.0,43791837.0
Virginia Beach City,Strawbridge Elementary,0.2128378378378378,0.0,0.0,0.5219594594594594,0.0,0.3766891891891892,0.0912162162162162,0.188,0.1109,,48.0,48.0,0.0,0.875,1311.0,12120.0,0.0,0.0,13432.0,14685552.0
Patrick County,Stuart Elementary,0.5411140583554377,0.0477453580901856,0.0,0.5013262599469496,0.0,0.0106100795755968,0.1803713527851458,0.69,0.1512,,62.0,35.0,0.0,0.8175,1222.0,6768.0,708.0,3662.0,12360.0,3118776.0
Prince William County,Stuart M. Beville Middle,0.6696997270245678,0.2708830548926014,1.0,0.5141294439380127,,1.0,0.1565059144676979,0.594,0.1878,,32.0,66.0,1.0,0.568,370.0,8176.0,571.0,3640.0,12757.0,9623864.0
Augusta County,Stuarts Draft Elementary,0.4677419354838709,0.017921146953405,0.003584229390681,0.4982078853046595,0.0,0.003584229390681,0.082437275985663,0.441,0.1601,,61.0,36.0,0.0,0.675,969.0,11975.0,653.0,3214.0,16810.0,2310421.0
Augusta County,Stuarts Draft High,0.3713080168776371,0.0,0.0,0.5274261603375527,0.0,0.0126582278481012,0.1153305203938115,0.321,0.1634,0.0054,40.0,56.0,0.0,0.782,834.0,8704.0,653.0,3214.0,13404.0,3236440.0
Augusta County,Stuarts Draft Middle,0.4353448275862069,0.0,0.0021551724137931,0.5387931034482759,0.0,0.0064655172413793,0.1163793103448275,0.3979999999999999,0.1889999999999999,,37.0,59.0,2.0,0.664,763.0,7313.0,653.0,3214.0,11942.0,6720922.0
Norfolk City,Suburban Park Elementary,0.6651685393258427,0.0651685393258427,0.0,0.4808988764044943,0.0,0.1393258426966292,0.1146067415730337,0.959,0.2652,,38.0,58.0,2.0,0.4975,1695.0,8613.0,645.0,3545.0,14498.0,4754346.0
Prince William County,Sudley Elementary,0.6630434782608695,0.6209150326797386,0.0,0.5341614906832298,0.0,0.0124223602484472,0.1226708074534161,0.664,0.2166,,31.0,67.0,0.0,0.55,1501.0,10220.0,571.0,3640.0,15932.0,8771123.0
Prince William County,Suella G. Ellis Elementary,0.7024070021881839,0.4939172749391727,0.0,0.5185995623632386,0.0,0.0043763676148796,0.1444201312910284,0.757,0.2834,,54.0,43.0,2.0,0.5575,160.0,7982.0,571.0,3640.0,12353.0,33974171.0
Smyth County,Sugar Grove Elementary,0.5980392156862745,0.0,0.0,0.5,0.0,0.0490196078431372,0.1764705882352941,0.78,0.2065,,56.0,19.0,0.0,0.4775,626.0,7818.0,591.0,2766.0,11802.0,7460745.0
Loudoun County,Sugarland Elementary,0.7817047817047817,0.7354260089686099,0.0,0.5155925155925156,0.081081081081081,0.002079002079002,0.0852390852390852,0.71,0.2186,,16.0,77.0,5.0,0.585,337.0,18342.0,13.0,2246.0,20938.0,8391579.0
Loudoun County,Sully Elementary,0.8343949044585988,0.75,0.0,0.5127659574468085,0.1825902335456475,0.0021231422505307,0.0934182590233545,0.843,0.2345,,20.0,78.0,0.0,0.565,148.0,19331.0,13.0,2246.0,21738.0,3113774.0
Richmond City,Summer Hill Preschool Center,0.3790322580645161,0.0,0.0,0.4919354838709677,0.0,0.0241935483870967,0.0,,,,,,,,,,,,,
Dinwiddie County,Sunnyside Elementary,0.7908745247148289,0.0,0.0114068441064638,0.5095057034220533,0.0,0.026615969581749,0.1292775665399239,0.584,0.1646999999999999,,45.0,52.0,0.0,0.76,348.0,8615.0,197.0,2355.0,11515.0,10808062.0
Fairfax County,Sunrise Valley Elementary,0.1187384044526901,0.09251968503937,0.0,0.5167910447761194,0.0,0.0259740259740259,0.1076066790352504,0.113,0.0574,,22.0,78.0,0.0,0.83,445.0,10269.0,694.0,6054.0,17462.0,9736158.0
Surry County,Surry County High,0.4385964912280701,0.0,0.0,0.5175438596491229,0.0,0.0350877192982456,0.2368421052631578,0.504,0.3641,0.0385,38.0,56.0,3.0,0.772,1191.0,18966.0,245.0,7709.0,28111.0,5961009.0
Surry County,Surry Elementary,0.6541666666666667,0.0,0.0,0.5333333333333333,0.0,0.0291666666666666,0.1416666666666666,0.6890000000000001,0.3087999999999999,,45.0,52.0,0.0,0.5266666667,1484.0,12276.0,245.0,7709.0,21714.0,5485416.0
Sussex County,Sussex Central Elementary,0.4441913439635535,0.0,0.0045558086560364,0.5398633257403189,0.0,0.0250569476082004,0.1275626423690205,0.8809999999999999,0.2477,,44.0,51.0,0.0,0.62,0.0,4000.0,2244.0,15694.0,21938.0,5034755.0
Sussex County,Sussex Central High,0.5416666666666666,0.0,0.0,0.5032051282051282,0.0,0.0064102564102564,0.1314102564102564,0.879,0.3,0.0843,41.0,43.0,4.0,0.688,946.0,1450.0,2244.0,15694.0,20334.0,9255082.0
Sussex County,Sussex Central Middle,0.625,0.0,0.0044642857142857,0.5625,0.0,0.0133928571428571,0.1428571428571428,0.8809999999999999,0.2275,,34.0,59.0,0.0,0.69,43.0,1680.0,2244.0,15694.0,19661.0,5657006.0
Dinwiddie County,Sutherland Elementary,0.7959183673469388,0.0223048327137546,0.0055658627087198,0.5324675324675324,0.0,0.0055658627087198,0.0797773654916512,0.5820000000000001,0.184,,58.0,40.0,2.0,0.6375,879.0,8633.0,197.0,2355.0,12064.0,6658938.0
Prince William County,Swans Creek Elementary,0.5882352941176471,0.2604895104895104,0.0016339869281045,0.502454991816694,0.0,0.0457516339869281,0.1013071895424836,0.58,0.1519,,50.0,46.0,2.0,0.5925,1294.0,10411.0,571.0,3640.0,15916.0,9450022.0
Richmond City,Swansboro Elementary,0.6832298136645962,0.124223602484472,0.0,0.4596273291925465,0.0,0.0062111801242236,0.1180124223602484,1.0,0.3895,,33.0,52.0,10.0,0.2075,540.0,8619.0,3624.0,5962.0,18745.0,10137734.0
Arlington County,Swanson Middle,0.2411642411642411,0.099537037037037,0.0,0.5207900207900208,0.0,0.0457380457380457,0.1382536382536382,0.2,0.0549,,27.0,68.0,2.0,0.8059999999999999,3.0,12069.0,968.0,7589.0,20629.0,17129179.0
Chesterfield County,Swift Creek Elementary,0.2045088566827697,0.0476190476190476,0.0,0.5088566827697263,0.0,0.0209339774557165,0.1497584541062802,0.18,0.1775,,38.0,58.0,2.0,0.835,0.0,6987.0,543.0,4412.0,11942.0,9489109.0
Chesterfield County,Swift Creek Middle,0.2048736462093862,1.0,1.0,0.5216606498194946,,1.0,0.1236462093862815,0.201,0.1205,,42.0,56.0,2.0,0.764,51.0,6622.0,543.0,4412.0,11629.0,20344220.0
Russell County,Swords Creek Elementary,0.7289719626168224,0.0,0.0186915887850467,0.4579439252336448,0.0,0.0,0.0,0.769,0.2577,,46.0,54.0,0.0,0.82,1307.0,7536.0,588.0,3206.0,12638.0,5426243.0
Culpeper County,Sycamore Park Elementary,0.6752873563218391,0.2971014492753623,0.0028735632183908,0.5229885057471264,0.0,0.0114942528735632,0.1034482758620689,0.727,0.2477,,55.0,41.0,0.0,0.5025,598.0,8751.0,745.0,2110.0,12204.0,7434178.0
Loudoun County,Sycolin Creek Elementary,0.0631970260223048,0.054820415879017,0.0018587360594795,0.4925650557620817,0.0,0.0148698884758364,0.1096654275092936,0.032,0.0626,,26.0,69.0,1.0,0.85,522.0,16968.0,13.0,2246.0,19749.0,29263920.0
Halifax County,Sydnor Jennings Elementary,0.6432432432432432,0.0,0.0,0.5243243243243243,0.0,0.0,0.1729729729729729,0.8440000000000001,0.506,,53.0,47.0,0.0,0.5425,719.0,7772.0,787.0,3555.0,12833.0,17780306.0
Stafford County,T. Benton Gayle Middle,0.3027426160337553,0.0379041248606466,0.0010548523206751,0.507399577167019,0.0,0.0390295358649789,0.1360759493670886,0.3329999999999999,0.1906,,44.0,48.0,1.0,0.628,355.0,6997.0,587.0,2979.0,10918.0,5379995.0
Prince William County,T. Clay Wood Elementary,0.1414752116082225,0.0798525798525798,0.0,0.5139056831922612,0.0,0.0411124546553808,0.1221281741233373,0.125,0.0728,,29.0,71.0,0.0,0.8375,416.0,8555.0,571.0,3640.0,13182.0,10165391.0
Newport News City,T. Ryland Sanford Elementary,0.5731225296442688,0.0954274353876739,0.0039525691699604,0.516,0.0,0.1047430830039525,0.0731225296442687,0.764,0.1014,,36.0,47.0,3.0,0.4825,840.0,7927.0,1313.0,3686.0,13765.0,6533192.0
Lynchburg City,T.C. Miller Elementary for Innovation,0.5572139303482587,0.0,0.0149253731343283,0.5323383084577115,0.0,0.0099502487562189,0.1343283582089552,,,,,,,,,,,,,
York County,Tabb Elementary,0.1340057636887608,0.0755555555555555,0.0,0.5259365994236311,0.0,0.5115273775216138,0.0734870317002881,0.173,0.077,,42.0,54.0,0.0,0.91,343.0,4455.0,19.0,2934.0,7751.0,5138226.0
York County,Tabb High,0.185595567867036,1.0,1.0,0.492151431209603,,0.3527239150507849,0.1034164358264081,0.16,0.1249,0.0129,34.0,60.0,2.0,0.8959999999999999,292.0,7103.0,19.0,2934.0,10347.0,11046603.0
York County,Tabb Middle,0.2325842696629213,0.0200471698113207,0.0,0.5303370786516854,0.0,0.4460674157303371,0.1235955056179775,0.256,0.0991,,32.0,64.0,2.0,0.8640000000000001,442.0,9837.0,19.0,2934.0,13232.0,11742567.0
Virginia Beach City,Tallwood Elementary,0.4769503546099291,0.0475319926873857,0.00177304964539,0.4875886524822695,0.0,0.2180851063829787,0.1241134751773049,0.405,0.1439,,39.0,57.0,0.0,0.8625,1003.0,10826.0,1151.0,3798.0,16779.0,5609620.0
Virginia Beach City,Tallwood High,0.4629629629629629,1.0,1.0,0.4833787465940054,,1.0,1.0,0.389,0.2483,0.0338,45.0,53.0,1.0,0.812,2985.0,12897.0,0.0,0.0,15883.0,7772255.0
Accomack County,Tangier Combined,0.2857142857142857,0.0,0.0,0.5476190476190477,0.0,0.0,0.0,0.913,0.2380999999999999,0.0,86.0,14.0,0.0,0.708,405.0,7048.0,588.0,3206.0,11247.0,7609411.0
Norfolk City,Tanners Creek Elementary,0.7290909090909091,0.0822669104204753,0.0,0.5363636363636364,0.0,0.109090909090909,0.1072727272727272,0.96,0.4054999999999999,,60.0,36.0,2.0,0.42,835.0,7043.0,645.0,3545.0,12068.0,10402858.0
Essex County,Tappahannock Elementary,0.2557692307692307,0.0269749518304431,0.0019230769230769,0.5307692307692308,0.0211538461538461,0.0038461538461538,0.0615384615384615,1.0,0.1021,,53.0,47.0,0.0,0.545,639.0,7067.0,945.0,4730.0,13381.0,8298464.0
Norfolk City,Tarrallton Elementary,0.2098765432098765,0.0,0.0092592592592592,0.5030864197530864,0.0,0.7253086419753086,0.132716049382716,0.527,0.2915,,42.0,55.0,0.0,0.635,1253.0,9027.0,645.0,3545.0,14470.0,4718492.0
Arlington County,Taylor Elementary,0.0799220272904483,0.0518962075848303,0.0,0.557504873294347,0.0,0.0526315789473684,0.1189083820662768,0.047,0.0232,,35.0,56.0,7.0,0.82,0.0,13270.0,968.0,7589.0,21828.0,10833494.0
Tazewell County,Tazewell High,0.5953307392996109,0.0,0.0058365758754863,0.5116731517509727,0.0,0.0097276264591439,0.2062256809338521,0.532,0.3423,0.0243999999999999,50.0,47.0,0.0,0.9179999999999999,487.0,7674.0,587.0,2979.0,11727.0,4257720.0
Tazewell County,Tazewell Intermediate,0.6591549295774648,0.0,0.0056338028169014,0.5521126760563381,0.0,0.0112676056338028,0.1859154929577464,0.866,0.3144,,65.0,35.0,0.0,0.72,355.0,8648.0,963.0,4876.0,14842.0,8776900.0
Tazewell County,Tazewell Middle,0.6475409836065574,0.0,0.0109289617486338,0.5081967213114754,0.0,0.0054644808743169,0.1639344262295081,0.5660000000000001,0.375,,47.0,47.0,2.0,0.6920000000000001,1038.0,5896.0,587.0,2979.0,10500.0,2700767.0
Tazewell County,Tazewell Primary,0.6423357664233577,0.0,0.0024330900243309,0.5036496350364964,0.0,0.0024330900243309,0.1070559610705596,,,,,,,,,,,,,
Amherst County,Temperance Elementary,0.431578947368421,0.0,0.0,0.4947368421052631,0.0,0.0,0.1157894736842105,0.471,0.0316,,37.0,58.0,0.0,0.7325,1571.0,9273.0,329.0,3183.0,14357.0,1389860.0
Fairfax County,Terra Centre Elementary,0.1160130718954248,0.0913705583756345,0.0,0.5245098039215687,0.0,0.1993464052287581,0.2042483660130719,0.095,0.0548,,29.0,67.0,2.0,0.8666666667,452.0,9740.0,694.0,6054.0,16941.0,12116373.0
Fairfax County,Terraset Elementary,0.311973018549747,0.1859649122807017,0.0050590219224283,0.5480607082630692,0.0,0.0236087689713322,0.193929173693086,0.319,0.1224,,38.0,62.0,0.0,0.7066666667,355.0,9662.0,694.0,6054.0,16765.0,21269439.0
Virginia Beach City,Thalia Elementary,0.5404411764705882,0.0314232902033271,0.0018382352941176,0.5303867403314917,0.0,0.2003676470588235,0.0735294117647058,0.508,0.2528,,44.0,54.0,2.0,0.72,1410.0,14184.0,0.0,0.0,15594.0,4771867.0
Prince William County,The Nokesville School,0.2067137809187279,0.0990009082652134,,0.5243147656940761,,1.0,0.127208480565371,0.178,0.1752,,37.0,56.0,0.0,0.732,900.0,9699.0,571.0,3640.0,14810.0,9133497.0
Danville City,The Northside Preschool,0.0,0.0,0.0,0.4626865671641791,0.0,0.0074626865671641,0.0,,,,,,,,,,,,,
Chesterfield County,Thelma Crenshaw Elementary,0.4517087667161961,0.1009036144578313,0.013372956909361,0.5096582466567607,0.0,0.0118870728083209,0.1426448736998514,0.4629999999999999,0.1923,,34.0,61.0,0.0,0.5075,62.0,6625.0,543.0,4412.0,11642.0,15640672.0
Richmond City,Thomas C. Boushall Middle,0.6901098901098901,0.2161520190023753,0.0,0.5428571428571428,0.0241758241758241,0.0,0.210989010989011,1.0,0.2378,,45.0,50.0,4.0,0.294,613.0,12976.0,3624.0,5962.0,23175.0,7152608.0
Staunton City,Thomas C. McSwain Elementary,0.2470588235294117,0.0,0.0,0.52,0.0,0.0070588235294117,0.108235294117647,0.351,0.1934,,48.0,48.0,0.0,0.7833333333,1013.0,7620.0,1308.0,3745.0,13687.0,5716931.0
Chesterfield County,Thomas Dale High,1.0,1.0,1.0,,,1.0,1.0,0.345,0.2412,0.0519,45.0,52.0,2.0,0.636,853.0,6751.0,543.0,4412.0,12560.0,10251758.0
Hampton City,Thomas Eaton Middle,0.4246823956442831,0.0,0.0018148820326678,0.499092558983666,0.0,0.0907441016333938,0.1197822141560798,0.532,0.1109,,44.0,44.0,6.0,0.674,401.0,8555.0,446.0,2738.0,12140.0,4317343.0
Harrisonburg City,Thomas Harrison Middle,0.6264367816091954,0.3230174081237911,0.0,0.4985632183908046,0.0,0.0086206896551724,0.1005747126436781,0.662,0.2128999999999999,,46.0,49.0,3.0,0.5,647.0,6679.0,625.0,3535.0,11487.0,9165905.0
Mathews County,Thomas Hunter Middle,0.5189003436426117,0.0,0.0068728522336769,0.5154639175257731,0.0,0.0515463917525773,0.1374570446735395,0.452,0.2067999999999999,,42.0,58.0,0.0,0.5920000000000001,2067.0,6793.0,708.0,3662.0,13230.0,2866240.0
Bedford County,Thomas Jefferson Elementary,0.2415094339622641,0.0,0.0132075471698113,0.5169811320754717,0.0,0.0283018867924528,0.0924528301886792,0.216,0.0926999999999999,,56.0,44.0,0.0,0.81,474.0,7889.0,28.0,3585.0,11976.0,10791299.0
Louisa County,Thomas Jefferson Elementary,0.5842349304482226,0.0612244897959183,0.0,0.4945904173106646,0.0,0.0046367851622874,0.1576506955177743,0.579,0.0926999999999999,,52.0,42.0,1.0,0.7075,249.0,10430.0,448.0,3090.0,14217.0,7158059.0
Richmond City,Thomas Jefferson High,0.5220264317180616,0.0276548672566371,0.001101321585903,0.4647577092511013,0.026431718061674,0.001101321585903,0.1806167400881057,1.0,0.2282999999999999,0.0521999999999999,34.0,61.0,2.0,0.524,449.0,11369.0,3624.0,5962.0,21404.0,5530999.0
Fairfax County,Thomas Jefferson High for Science and Technology,1.0,,,0.0,,1.0,1.0,0.018,0.0475999999999999,0.0,18.0,61.0,20.0,0.9975,264.0,8343.0,694.0,6054.0,15354.0,39406948.0
Lee County,Thomas Walker High,0.5916955017301038,0.0,0.0380622837370242,0.5086505190311419,0.0,0.0,0.2145328719723183,0.945,0.1884,0.04,63.0,26.0,0.0,0.63,2036.0,9694.0,951.0,2773.0,15454.0,3662085.0
Fairfax County,Thoreau Middle,0.1726495726495726,0.1034807149576669,,0.5089820359281437,,1.0,1.0,0.155,0.1071,,29.0,68.0,1.0,0.82,576.0,13140.0,694.0,6054.0,20465.0,12117138.0
Spotsylvania County,Thornburg Middle,0.4330357142857143,0.0458715596330275,0.0014880952380952,0.5178571428571429,0.0,0.0401785714285714,0.1592261904761904,0.369,0.2143,,52.0,44.0,2.0,0.5539999999999999,268.0,10091.0,594.0,4296.0,15249.0,7758219.0
Virginia Beach City,Thoroughgood Elementary,0.1911966987620357,0.0698324022346368,0.0013755158184319,0.5296551724137931,0.0,0.3094910591471801,0.0949105914718019,0.178,0.0615,,34.0,58.0,2.0,0.875,1221.0,10705.0,0.0,0.0,11926.0,8406597.0
Henrico County,Three Chopt Elementary,0.4561403508771929,0.0902527075812274,0.0,0.512280701754386,0.0,0.0175438596491228,0.1543859649122807,0.416,0.1452,,42.0,58.0,0.0,0.8325,1298.0,8644.0,89.0,2979.0,13009.0,4591725.0
Virginia Beach City,Three Oaks Elementary,0.1875,0.0168711656441717,0.0,0.4817073170731707,0.0,0.2957317073170731,0.1067073170731707,0.152,0.0876,,51.0,42.0,2.0,0.905,1468.0,11075.0,0.0,0.0,12543.0,6953853.0
